id_direccion,calle,numero_puerta,localidad,departamento,codigo_postal,latitud,longitud,te_voip,letra_zona
"224","CALLE 5 ENTRE AMERICA Y PTA. DEL MONTE","S/N","MEDANO DE ORO","RAWSON","5406","-31.6203173","-68.4632339","4307679","R"
"225","AV. SARMIENTO","S/N","SAN ISIDRO","SAN MARTIN","5439","-31.5174031","-68.3519857","4307768","P"
"226","YAPEYU Y DIVISORIA","S/N","DOS ACEQUIAS","SAN MARTIN","5439","-31.46886","-68.4411594","4307785","P"
"227","RAWSON","1818","DOS ACEQUIAS","SAN MARTIN","5439","-31.5350384","-68.3994838","4307779","P"
"228","EVA PERON","4222","DOS ACEQUIAS","SAN MARTIN","5439","-31.4871523","-68.4152743","4302161","P"
"229","INDEPENDENCIA ","S/N","VILLA DOMINGUITO","SAN MARTIN","5439","-31.5598128","-68.2995335","4302083","P"
"230","DIVISORIA ENTRE ENTRE RIOS Y GODOY CRUZ","S/N","LOS COMPARTOS","SAN MARTIN","5439","-31.572008","-68.3474316","4302101","P"
"231","SAN ISIDRO ","S/N","SAN ISIDRO","SAN MARTIN","5439","-31.4848221","-68.3227366","4307773","P"
"232","INDEPENDENCIA Y LAPRIDA","S/N","SAN ISIDRO","SAN MARTIN","5439","-31.4923691","-68.3006278","4307772","P"
"233","LAPRIDA Y SAN ISIDRO","S/N","SAN ISIDRO","SAN MARTIN","5439","-31.4891956","-68.3245521","4307774","P"
"234","BELGRANO ","S/N","SAN ISIDRO","SAN MARTIN","5439","-31.5015635","-68.3670534","4307776","P"
"235","COLON Y 20 DE JUNIO","S/N","LA PUNILLA","SAN MARTIN","5439","-31.5544753","-68.3280069","4302097","P"
"236","AVENIDA SARMIENTO ESQUINA MITRE","S/N","VILLA LUGANO","SAN MARTIN","5439","-31.5198448","-68.3784651","4307788","P"
"237","HIPOLITO IRIGOYEN","2255","SANTA LUCIA","SANTA LUCIA","5411","-31.5414557","-68.4954959","4307694","P"
"238","HIPOLITO IRIGOYEN","3550","ESQUINA DEL SAUCE","SANTA LUCIA","5411","-31.5445312","-68.4823451","4307804","P"
"239","ROGER BALLET","2663","LAS PIEDRITAS","SANTA LUCIA","5411","-31.5220307","-68.4952152","4307688","P"
"240","ROQUE SAENZ PENA","2952","SANTA LUCIA","SANTA LUCIA","5411","-31.5291247","-68.48923","4307691","P"
"241","AV. LIBERTADOR SAN MARTIN","3411","VILLA MARIA","SANTA LUCIA","5411","-31.5339563","-68.4809991","4302238","P"
"242","HERNAN CORTEZ Y MAIPU ","S/N","ALTO DE SIERRA","SANTA LUCIA","5411","-31.5556248","-68.4175318","4307690","P"
"243","LIBERTADOR SAN MARTIN","6283","ALTO DE SIERRA","SANTA LUCIA","5411","-31.536172","-68.4377745","4307699","P"
"244","ROQUE SAENZ PENA","7051","ALTO DE SIERRA","SANTA LUCIA","5411","-31.526962","-68.4467547","4307842","P"
"245","TOMAS EDISON","1786","BERMEJITO","SANTA LUCIA","5411","-31.5118386","-68.5030772","4302198","P"
"246","FRAY MAMERTO ESQUIU","S/N","BARRIO KENNEDY","SANTA LUCIA","5411","-31.5270942","-68.5066057","4307646","P"
"247","RAUL CUELLO","4569","B° BALCARCE","SANTA LUCIA","5411","-31.5337885","-68.4679337","4307698","P"
"248","CORDILLERA DE LOS ANDES","3219","COLONIA RICHET ZAPATA","SANTA LUCIA","5411","-31.5047956","-68.4866286","4307856","P"
"249","OMAR PALACIO","S/N","CANADA HONDA","SARMIENTO","5441","-31.9856413","-68.5487093","4302084","R"
"250","RUTA PROVINCIAL N°351 ","S/N","CIENEGUITA","SARMIENTO","5441","-32.0771257","-68.6923232","4302091","R"
"251","BUFANO ","S/N","COCHAGUAL","SARMIENTO","5441","-31.9659852","-68.3650896","4302078","R"
"252","NICOLAS AVELLANEDA ","S/N","COCHAGUAL","SARMIENTO","5441","-31.9655681","-68.3222525","4302175","R"
"253","RUTA N° 295 ","S/N","COCHAGUAL","SARMIENTO","5441","-31.869427","-68.3859432","4302940","R"
"254","CARMONA","S/N","COCHAGUAL","SARMIENTO","5441","-31.9133069","-68.3724361","4307973","R"
"255","DOMINGUITO ","S/N","COCHAGUAL","SARMIENTO","5441","-31.92148","-68.4086232","4302077","R"
"256","CIRCUITO FIORITO","S/N","CAMPO VID","SARMIENTO","5441","-32.0206856","-68.3929344","4302176","R"
"257","MENDOZA VIEJA Y LAMADRID","S/N","COLONIA FISCAL","SARMIENTO","5441","-31.9489798","-68.475002","4302164","R"
"258","S. MARIA DEL CARRIL ","S/N","COLONIA FISCAL","SARMIENTO","5441","-31.9028263","-68.4743715","4302104","R"
"259","RUTA PROVINCIAL 901 ","S/N","DIVISADERO","SARMIENTO","5441","-32.0012738","-68.6965943","4302089","R"
"260","MENDOZA Y BUENOS AIRES","S/N","HUANACACHE","SARMIENTO","5441","-32.0639866","-68.5903232","4302123","R"
"261","BUFANO Y LLOVERAS","S/N","LAS LAGUNAS","SARMIENTO","5441","-32.0431431","-68.3676214","4302081","R"
"262","ALFREDO BUFANO ","S/N","LAS LAGUNAS","SARMIENTO","5441","-32.1027596","-68.3879547","4302105","R"
"263","2 DE ABRIL Y CATTANI","S/N","B° ARAMBURU ","RIVADAVIA","5407","-31.5157902","-68.566329","4302106","O"
"264","CALLE 9 DE JULIO Y SARMIENTO","S/N","LOS BERROS","SARMIENTO","5441","-31.9523685","-68.6507079","4302108","R"
"265","9 DE JULIO ","S/N","V° MEDIA AGUA","SARMIENTO","5441","-31.986333","-68.4224243","No registrado","R"
"266","9 DE JULIO ","S/N","V° MEDIA AGUA","SARMIENTO","5441","-31.9824884","-68.4273137","4307976","R"
"267","AVENIDA 25 DE MAYO Y CIRTUITO FIORITO","S/N","V° MEDIA AGUA","SARMIENTO","5441","-32.0200198","-68.4245887","4302093","R"
"268","BELGRANO","418","V° MEDIA AGUA","SARMIENTO","5441","-31.9820546","-68.4263832","4307974","R"
"269","9 DE JULIO Y URUGUAY","S/N","V° MEDIA AGUA","SARMIENTO","5441","-31.9823504","-68.4275826","4307977","R"
"270","AV. 25 DE MAYO","S/N","V° MEDIA AGUA","SARMIENTO","5441","-31.991628","-68.4243482","4307975","R"
"271","RUTA 351","S/N","RETAMITO","SARMIENTO","5441","-32.0932746","-68.619402","4302115","R"
"272","RUTA NAC. Nº 40 - KM 99","S/N","SAN CARLOS","SARMIENTO","5441","-32.1024482","-68.4594331","4302118","R"
"273","ARANDA Y 25 DE MAYO","S/N","TRES ESQUINAS","SARMIENTO","5441","-32.0598725","-68.4298959","4302090","R"
"274","VALENTIN RUIZ ","S/N","VILLA IBANEZ","ULLUM","5409","-31.4619213","-68.736602","4307713","O"
"275","SANTIAGO DEL ESTERO ","S/N","ULLUM","ULLUM","5409","-31.4628296","-68.7360441","4307705","O"
"276","R. QUIROGA Y 9 DE JULIO","S/N","VILLA AURORA","ULLUM","5409","-31.473614","-68.7458265","4307815","O"
"277","RUTA PROVINCIAL N°510","S/N","AGUA CERCADA","VALLE FERTIL","5449","-30.8041513","-67.3664482","4302011","M"
"278","SIERRAS DE RIVEROS ","S/N","ASTICA","VALLE FERTIL","5449","-30.9137669","-67.3996855","No registrado","M"
"279","SIERRAS DE ELIZONDO","S/N","SIERRAS DE ELIZONDO","VALLE FERTIL","5449","-30.9444056","-67.4343154","No registrado","M"
"280","SAN PEDRO Y FELIPE COSTA","S/N","ASTICA","VALLE FERTIL","5449","-30.9543958","-67.3011705","4307780","M"
"281","RUTA PROVINCIAL N°510 KM. 56","S/N","LOS BALDECITOS","VALLE FERTIL","5449","-30.2214946","-676941836","4302020","M"
"282","RUTA 503","S/N","BALDES DE ASTICA","VALLE FERTIL","5449","-30.9344142","-67.2498234","4302041","M"
"283","RUTA PROVINCIAL N°511","S/N","BALDES DE LAS CHILCAS","VALLE FERTIL","5449","-30.6420455","-67.4085444","4302010","M"
"284","BALDES DEL NORTE","S/N","BALDES DEL NORTE","VALLE FERTIL","5449","-30.586337","-67.4256309","4302048","M"
"285","RUTA PROVINCIAL 510","S/N","BALDES DE ROSARIO","VALLE FERTIL","5449","-30.3219301","-67.6967477","4302019","M"
"286","RUTA N° 506","S/N","BALDES DEL SUR","VALLE FERTIL","5449","-30.6929047","-67.3891637","4302001","M"
"287","SAN PEDRO Y FELIPE COSTA","S/N","CHUCUMA","VALLE FERTIL","5449","-31.0702033","-67.2816864","4302024","M"
"288","RUTAS 523","S/N","LOS BRETES","VALLE FERTIL","5449","-30.7671051","-67.4760113","4302021","M"
"289","LOS VALENCIANOS ","S/N","COLONIA LOS VALECIANOS","VALLE FERTIL","5449","-30.6132672","-67.4151067","4302031","M"
"290","CALLE QUIROGA Y RUTA NAC. 510","S/N","USNO","VALLE FERTIL","5449","-30.5667284","-67.54147","4302004","M"
"291","MITRE Y RAWSON","1741","VILLA SAN AGUSTIN","VALLE FERTIL","5449","-30.6375056","-67.4574392","4302015","M"
"292","MITRE Y GENERAL ACHA","S/N","VILLA SAN AGUSTIN","VALLE FERTIL","5449","-30.6355","-67.4671386","4307992","M"
"293","TUCUMAN ","S/N","VILLA SAN AGUSTIN","VALLE FERTIL","5449","-30.6278084","-67.4641121","4302033","M"
"294","LA MAJADITA","S/N","LA MAJADITA","VALLE FERTIL","5449","-30.681558","-67.5058668","4302023","M"
"295","SIERRAS DE CHAVEZ","S/N","SIERRAS DE CHAVEZ","VALLE FERTIL","5449","-30.8750667","-67.5395896","No registrado","M"
"296","LAS JUNTAS","S/N","LAS JUNTAS","VALLE FERTIL","5449","-30.7288525","-67.5866952","No registrado","M"
"297","HUELLA","S/N","BALDES DE FUNE","VALLE FERTIL","5449","-31.0741542","-67.1175215","4307968","M"
"298","HUELLA","S/N","BAJO CHUCUMA","VALLE FERTIL","5449","-31.2016194","-67.1663657","4302050","M"
"299","CALLE 6 ENTRE RUTA 270 Y CALLE 20","S/N","VILLA SANTA ROSA","25 DE MAYO","5443","-31.7724677","-68.306801","4307951","Y"
"300","CALLE 3 ENTRE LA PLATA Y SAN ISIDRO","S/N","CUATRO ESQUINAS","25 DE MAYO","5443","-31.7308284","-68.3451267","4307877","Y"
"301","ENFERMERA MEDINA ENTRE DIVISORIA Y UNO","S/N","DIVISORIA","25 DE MAYO","5443","-31.7016239","-68.3140829","4307962","Y"
"302","CALLE 2 ENTRE MEDINA Y RUTA 270","S/N","DIVISORIA","25 DE MAYO","5443","-31.7238164","-68.3152247","4307963","Y"
"303","RUTA N°20","S/N","ENCON","25 DE MAYO","5443","-32.2163893","-67.7949775","4302170","Y"
"304","SAN LORENZO","S/N","25 DE MAYO","25 DE MAYO","5443","-31.8309785","-68.26223","No registrado","Y"
"305","RUTA 20 KM 910 ESTACION JOSE MARTI","S/N","LA CHIMBERA","25 DE MAYO","5443","-31.8302443","-68.2260992","4307950","Y"
"306","RUTA N° 279 ENTRE CALLES 21 Y 22","S/N","LA CHIMBERA","25 DE MAYO","5443","-31.8232745","-68.2915523","4307950","Y"
"307","SAN ANTONIO PUESTO LOS CALDERONES","S/N","LAS TRANCAS","25 DE MAYO","5443","-32.2949658","-67.2808424","4302219","Y"
"308","RUTA 279 (ENTRE 20 Y RUTA 270)","S/N","LAS CASUARINAS","25 DE MAYO","5443","-31.8168204","-68.3239681","4307957","Y"
"309","CALLE 9 Y LA PLATA","S/N","LAS CASUARINAS","25 DE MAYO","5443","-31.8001316","-68.352429","4307959","Y"
"310","CALLE 7 Y 21","S/N","LAS CASUARINAS","25 DE MAYO","5443","-31.7861458","-68.2940294","4307955","Y"
"311","DIVISORIA ENTRE CALLES 22 Y 23","S/N","POZO SALADO","25 DE MAYO","5443","-31.7120575","-68.2459512","4307949","Y"
"312","CALLE 4  ENTRE CALLES 23 Y 24","S/N","POZO SALADO","25 DE MAYO","5443","-31.7586234","-68.2491467","4307948","Y"
"313","CALLES 2 Y 22","S/N","LA CHIMBERA","25 DE MAYO","5443","-31.7324925","-68.2665214","4307947","Y"
"314","RUTA 308","S/N","PUNTA DEL AGUA","25 DE MAYO","5443","-32.0356309","-68.2103835","4302195","Y"
"315","25 DE MAYO ENTRE SARMIENTO Y A TORRES","S/N","VILLA SANTA ROSA","25 DE MAYO","5443","-31.7430468","-68.3135998","4307961","Y"
"316","LA PLATA ENTRE 6 Y 7","S/N","VILLA SANTA ROSA","25 DE MAYO","5443","-31.7648758","-68.3438215","4307960","Y"
"317","MALVINAS ARGENTINAS Y M. BELGRANO","S/N","TUPELI","25 DE MAYO","5443","-31.8375454","-68.3587715","4307952","Y"
"318","25 DE MAYO Y MITRE","S/N","SANTA ROSA","25 DE MAYO","5443","-31.7470435","-68.3143616","4307958","Y"
"319","MATIAS SANCHEZ","S/N","ZONDA","ZONDA","5401","-31.5448573","-68.7521989","4307719","O"
"320","RUTA 12 KM 24 - N° 24","24","V° BASILIO NIEVAS","ZONDA","5401","-31.552246","-68.7300178","4307713","O"
"321","GRAN CHINA ","S/N","VILLA MERCEDES","JACHAL","5460","-30.121475","-68.7210862","4302006","G"
"322","VICUNA LARRAIN","S/N","EL RINCON","JACHAL","5460","-30.2498581","-68.719879","4302071","G"
"323","PRINCIPAL ","S/N","ZONDA","IGLESIA","5467","-30.3909131","-69.2107293","4302158","L"
"324","PUBLICA","S/N","PEDERNAL","SARMIENTO","5441","-31.9969837","-68.7650366","4302111","R"
"325","LAPRIDA Y PROYECTADA","S/N","V° MEDIA AGUA","SARMIENTO","5441","-31.9863297","-68.4228681","4302465","R"
"326","9 Y LAS PIEDRITAS","S/N","QUINTO CUARTEL","POCITO","5427","-31.6264518","-68.6094464","4307634","R"
"327","AV. ROQUE SAENZ PENA","2930","SANTA LUCIA","SANTA LUCIA","5411","-31.5292194","-68.4914432","4307700","P"
"328","PATRICIAS SANJUANINAS Y CoRDOBA","S/N","VILLA SAN AGUSTIN","VALLE FERTIL","5449","-30.6400528","-67.4572349","4302043","M"
"329","RUTA 40","S/N","VILLA MARIANO MORENO","CHIMBAS","5413","-31.4654021","-68.5186562","4307858","S"
"330","NACIONAL ENTRE LA LAJA Y TUCUMAN","593","VILLA SAN MARTIN","ALBARDON","5419","-31.4280784","-68.5016769","4307757","S"
"331","BANDERA ARGENTINA","690","Bº CHIMBAS II","CHIMBAS","5413","-31.5027764","-68.5238375","4307818","S"
"332","RUTA PROVINCIAL Nº 270 ","S/N","CAUCETE","CAUCETE","5442","-31.652246","-68.2879417","4302151","F"
"333","GUEMES Y YAPEYU ","2980","CAPITAN LAZO","RAWSON","5406","-31.5655244","-68.5393807","4307660","R"
"334","ALVEAR","3290","VILLA KRAUSE","RAWSON","5406","-31.5718442","-68.534032","4307658","R"
"335","JUAN JOSE PASO ","1300","B° 12 DE DICIEMBRE","RAWSON","5406","-31.5706772","-68.5641281","4307822","R"
"336","JOSE MARIA PAZ Y MAGALLANES","S/N","VILLA SAN DAMIAN","RAWSON","5406","-31.5766738","-68.5575157","4307825","R"
"337","MALIMAN","S/N","MALIMAN","IGLESIA","5467","-29.9589244","-69.1793254","4302155","L"
"338","CALLE PRINCIPAL - EL LLANO ALEGRE","S/N","LAS FLORES","IGLESIA","5467","-30.3085912","-69.2195926","4302117","L"
"339","PRINCIPAL","S/N","PISMANTA","IGLESIA","5467","-30.2763272","-69.2295762","4302117","L"
"340","CATAMARCA","96","CAPITAL","CAPITAL","5400","-31.5335493","-68.53051","4307550","C"
"341","AV. LIB. GRAL. SAN MARTIN","7437","MARQUEZADO","RIVADAVIA","5407","-31.5259428","-68.6314138","4307834","O"
"342","SALTA","1750","VILLA UNION","CHIMBAS","5413","-31.4931081","-68.5462395","4307651","S"
"343","MITRE Y PATRICIAS SANJUANINAS","S/N","VILLA SAN AGUSTIN","VALLE FERTIL","5449","-30.6372722","-67.4590927","4307994","M"
"344","RUTA N° 40 Y CALLEJON CANTONI","S/N","CARPINTERIA","POCITO","5427","-31.8584657","-68.5341476","4302378","R"
"345","PRESIDENTE ROCA /SN ","S/N","BARREAL","CALINGASTA","5403","-31.6546925","-69.4771742","4307899","T"
"346","RECONQUISTA","5760","VILLA SARMIENTO","CHIMBAS","5413","-31.4994579","-68.5313637","4307617","S"
"347","MANUEL LEMOS Y 6 ","S/N","VILLA AEROPARQUE","POCITO","5427","-31.5974153","-68.5554872","4307635","R"
"348","AGUSTIN GOMEZ","163","TRINIDAD","CAPITAL","5400","-31.5524766","-68.5216286","4307505","C"
"349","MENDOZA","855","VILLA KRAUSE","RAWSON","5406","-31.5702492","-68.5308615","4307859","R"
"350","SAN ISIDRO","S/N","SAN ISIDRO","JACHAL","5460","-30.1404559","-68.7000765","4302056","G"
"351","GENERAL ACHA","466","CAPITAL","CAPITAL","5400","-31.5398477","-68.5239393","4302169","C"
"352","JUAN BAUSTISTA ALBERDI ","S/N","BELLA VISTA","JACHAL","5460","-30.2094452","-68.746564","4302064","G"
"353","RUTA N° 40 KM 297 - LAS AGUADITAS","S/N","NIQUIVIL","JACHAL","5460","-30.4294016","-68.6817304","4302061","G"
"354","CLEMENTE SARMIENTO ","S/N","LA BEBIDA","RIVADAVIA","5407","-31.5543143","-68.6112501","4307812","O"
"355","JUAN JOSE BUSTOS ","S/N","DIVISORIA","CAUCETE","5442","-31.7027075","-68.285323","4302100","F"
"356","NUEVA A 3 5KM DE RUTA","S/N","CARPINTERIA","POCITO","5427","-31.7756401","-68.5157233","4307633","R"
"357","AV. LIB. GRAL. SAN MARTIN","5401","HOSPITAL MARCIAL QUIROGA","RIVADAVIA","5407","-31.5301118","-68.5961674","4307857","C"
"358","LA LAJA ENTRE RECABARREN Y PALACIO","4901","LAS LOMITAS","ALBARDON","5419","-31.3936218","-68.4853358","4307751","S"
"359","AVENIDA BENAVIDEZ","S/N","MARQUEZADO","RIVADAVIA","5407","-31.5167343","-68.5980836","4307813","O"
"360","HERMOGENEZ RUIZ","S/N","ULLUM","ULLUM","5409","-31.4693984","-68.7393091","4307749","O"
"361","LAPRIDA Y JUAN PABLO II","S/N","RODEO","IGLESIA","5467","-30.2153749","-69.1442466","4302112","L"
"362","CALLE 20 ENTRE CALLE 13 Y 16","S/N","LAS CASUARINAS","25 DE MAYO","5443","-31.8611114","-68.3230879","4307953","Y"
"363","PEDRO ECHAGUE Y 4 DE DICIEMBRE","S/N","SANTA LUCIA","SANTA LUCIA","5411","-31.5286848","-68.4986381","4307695","P"
"364","AV. RIOJA Y CIRCUNVALACION","1457","CAPITAL","CAPITAL","5400","-31.5167802","-68.5232218","4307545","C"
"365","CENTENARIO ","S/N","VILLA PAULA","CHIMBAS","5413","-31.4766419","-68.51141","4307796","S"
"366","ALFREDO FORTABAT","3070","B° FRANKLIN RAWSON","RAWSON","5406","-31.5719334","-68.5751717","4302049","R"
"367","RAWSON Y SAN MARTIN","S/N","SAN JOSE DE JACHAL","JACHAL","5460","-30.2429465","-68.7446062","No registrado","G"
"368","ALVEAR","3979","RAWSON","RAWSON","5406","-31.5735174","-68.5356583","No registrado","R"
"369","TUCUMAN","1040","CONCEPCION","CAPITAL","5400","-31.5209243","-68.5238271","4307608","R"
"370","AV. PAULA A. DE SARMIENTO Y VICEGDOR LUIS CATTANI","S/N","RIVADAVIA","RIVADAVIA","5407","-31.5152672","-68.5645681","4307596","O"
"371","AV. PAULA ALBARRACIN DE SARMIENTO","425","CAPITAL","CAPITAL","5400","-31.5347691","-68.5531388","4307605","B"
"372","MARADONA","2321","B° GUEMES","CHIMBAS","5413","-31.4924978","-68.5512473","4307846","S"
"373","SARMIENTO","S/N","VILLA DEL SALVADOR","ANGACO","5415","-31.4511457","-68.4035333","4302221","S"
"374","GUILLERMO RAWSON","S/N","VILLA DEL SALVADOR","ANGACO","5415","-31.4481695","-68.405568","4307730","S"
"375","PROYECTADA ","S/N","CAMPO AFUERA","ALBARDON","5419","-31.4214972","-68.5391203","4307985","S"
"376","PROYECTADA Y OBRERO MUNICIPAL","S/N","CAMPO AFUERA","ALBARDON","5419","-31.5044292","-68.3617209","4302223","P"
"377","CALLEJON SORIA","S/N","VILLA SAN MARTIN","ALBARDON","5419","-31.4355471","-68.5136597","No registrado","S"
"378","SIN DATOS","S/N","CHIMBAS","CHIMBAS","5413","0","0","No registrado","S/D"
"379","SEGOVIA ESQUINA COMBATE DE SAN LORENZO","S/N","VILLA EL SALVADOR","ANGACO","5415","-31.4517567","-68.4038065","4302351","S"
"380","EVA PERON Y L.N.ALEM","S/N","VILLA DEL SALVADOR","ANGACO","5415","-31.456933","-68.4091945","4307726","S"
"381","21 DE FEBRERO  ENTRE NACIONAL Y ZAPATA","S/N","LAS TAPIAS","ANGACO","5415","-31.4060825","-68.4146123","4307868","S"
"382","21 DE FEBRERO PASANDO BELGRANO","S/N","LAS TAPIAS","ANGACO","5415","-31.4070049","-68.3396741","4307867","S"
"383","CALLE AGUILERA Y ZAPATA","S/N","PLUMERILLO","ANGACO","5415","-31.4449151","-68.4263956","4307724","S"
"384","HIPoLITO IRIGOYEN ","S/N","BARREAL","CALINGASTA","5403","-31.6539667","-69.4769252","4307746","T"
"385","JUAN JUFRE ","S/N","VILLA CALINGASTA","CALINGASTA","5403","-31.3331844","-69.4218933","4307734","T"
"386","ANTONIO DE LA TORRE Y RODOLFO PAEZ ORO","S/N","B° FRONDIZI","CAPITAL","5400","-31.5076944","-68.5126388","4302342","C"
"387","MENDOZA ENTRE 25 DE MAYO Y SAN LUIS","S/N","CAPITAL","CAPITAL","5400","-31.5328542","-68.5263746","4307514","B"
"388","AV. ALEM","527","CAPITAL","CAPITAL","5400","-31.54110249","-68.53158069","No registrado","S/D"
"389","JAIME GUARDIOLA","S/N","CAUCETE","CAUCETE","5442","-31.6664032","-68.2691819","4302303","F"
"390","CASAS VIEJAS","S/N","CASAS VIEJAS","CAUCETE","5442","-31.3772151","-67.8034246","No registrado","F"
"391","SAN MARTIN Y CORDOBA","S/N","CAUCETE","CAUCETE","5442","-31.6550351","-68.2840738","No registrado","F"
"392","JAIME BORONET Y CORREA","S/N","Bº BERMEJO","CAUCETE","5442","-31.6659283","-68.269147","4302299","F"
"393","25 DE MAYO  Y PROYECTADA Nº 5","S/N","CHIMBAS","CHIMBAS","5413","-31.4986407","-68.5696887","No registrado","S"
"394","CALLE PROYECTADA ","S/N","B° CENTENARIO","CHIMBAS","5413","-31.4930613","-68.5461778","No registrado","O"
"395","TAMBOR DE TACUARI M:L","18","CHIMBAS","CHIMBAS","5413","-31.5053718","-68.5907004","4307841","O"
"396","LOPEZ MANSILLA","S/N","VILLA DEL SALVADOR","CHIMBAS","5413","-31.5099051","-68.534631","4307624, 4307929","S"
"397","ALEM","S/N","  Bº NORTE","CHIMBAS","5413","-31.4950121","-68.543604","4307619","S"
"398","MENDOZA","2371","CHIMBAS NORTE","CHIMBAS","5413","-31.4798101","-68.5317716","No registrado","S"
"399","NECOCHEA","1514","CHIMBAS","CHIMBAS","5413","-31.5010235","-68.5084387","4302460","S"
"400","NEUQUEN","S/N","B° LOS TAMARINDO","CHIMBAS","5413","-31.4986182","-68.5699959","4302371","S"
"401","GOBERNADOR ROJAS","998","CHIMBAS","CHIMBAS","5413","-31.4996412","-68.5305766","No registrado","S"
"402","GRECO Y SANTA CRUZ","S/N","B° LOS ANDES","CHIMBAS","5413","-31.5020337","-68.5135984","4307849","S"
"403","SANTAFE Y ESMERALDA","774","CHIMBAS","CHIMBAS","5413","-31.5070132","-68.5230908","No registrado","S"
"404","BELGRANO Y MALVINAS ARGENTINAS ENTRE BEL. Y M. ARG","S/N","ANGUALASTO","IGLESIA","5467","-30.0543387","-69.173277","No registrado","L"
"405","SANTO DOMINGO","4125","RODEO","IGLESIA","5467","-30.211636","-69.136567","4302397","L"
"406","JUAN DOMINGO PERON","S/N","RODEO","IGLESIA","5467","-30.2116046","-69.1366196","4302122","L"
"407","RIVADAVIA","854","SAN JOSE DE JACHAL","JACHAL","5460","-30.2429906","-68.7497953","4302014","G"
"408","PROYECTADA ENTRE CALLE 1 Y 2","S/N","B° SAN JOSE","JACHAL","5460","-30.2432969","-68.7544364","4302307","G"
"409","LAPRIDA","S/N","VILLA 9 DE JULIO","9 DE JULIO","5417","-31.6687829","-68.3910906","No registrado","P"
"410","ATENCIO Y PROYECTADA","S/N","POCITO","POCITO","5427","-31.649094","-68.5819234","4302181, 4307685","R"
"411","CHACABUCO Y COSTA CANAL","S/N","QUINTO CUARTEL","POCITO","5427","-31.7756401","-68.5157233","4307682","R"
"412","FRIAS","4750","POCITO NORTE","POCITO","5427","-31.5855733","-68.5547264","4302227","R"
"413","VIDART (ENTRE 6 Y CALLE 51)","S/N","POCITO","POCITO","5427","-31.5982337","-68.5715233","4307795","R"
"414","MENDOZA Y CALLE 14","S/N","RINCONADA","POCITO","5427","-31.6903471","-68.5726332","4302928","R"
"415","ALFONSINA STORNI Y MAURIN","S/N","VILLA ABERASTAIN","POCITO","5427","-31.6579109","-68.58372","4302274","R"
"416","DR. ORTEGA Y FRANCIA","S/N","RAWSON","RAWSON","5406","-31.5701986","-68.5617464","No registrado","R"
"417","RAMELA ENTRE ANTONIO DE LA TORRE Y SANTIAGO PAREDES","S/N"," Bº BORGES","RAWSON","5406","-31.5571487","-68.5080053","4307687","R"
"418","PROGRESO Y BALMACEDA","S/N"," Bº SIERRAS MORADAS","RAWSON","5406","-31.5838297","-68.5054271","No registrado","R"
"419","S/N","S/N","Bº VALLE GRANDE","RAWSON","5406","-31.5674185","-68.5999552","4302414","R"
"420","BOULEVARD SARMIENDO Y CONECTOR SUR","S/N","Bº LA ESTACION","RAWSON","5406","-31.5798272","-68.5504467","4307827","R"
"421","QUIROZ Y CALINGASTA","S/N","B° 24 DE NOVIEMBRE","RAWSON","5406","-31.5838889","-68.5322162","4302374","R"
"422","MENDOZA","3712","VILLA KRAUSE","RAWSON","5406","-31.5786689","-68.5321854","4307767","R"
"423","CHUBUT Y SANTA CRUZ","S/N","LA BEBIDA","RIVADAVIA","5407","-31.5393684","-68.6298094","4307611","O"
"424","COSTA CANAL","1050","B° MARQUESADO","RIVADAVIA","5407","-31.5141622","-68.6168452","4302304","O"
"425","JORGE LUIS BORGES","S/N","Bº NATANIA XV","RIVADAVIA","5407","-31.5349911","-68.6006367","4307600","O"
"426","RASTREADOR CALIVAR Y REPUBLICA DEL LIBANO    ","S/N","B° PIUQUEN","RIVADAVIA","5407","-31.5489218","-68.5901024","4302293","O"
"427","PROYECTADA Y COMERCIO ","S/N","B° PIUQUEN","RIVADAVIA","5407","-31.5465887","-68.625517","4302314","O"
"428","AV. NAZARIO BENAVIDEZ","7500","RIVADAVIA","RIVADAVIA","5407","-31.5105376","-68.6198533","No registrado","O"
"429","RAWSON ","S/N","VILLA ALEM","SAN MARTIN","5439","-31.5550129","-68.3350067","4302094","P"
"430","RUTA N° 295 PUNTA DEL MEDANO","S/N","COCHAGUAL","SARMIENTO","5441","-31.9560651","-68.6598561","4302092, 4302119","R"
"431","RUTA N° 295 PUNTA DEL MEDANO","S/N","COCHAGUAL","SARMIENTO","5441","-31.8933822","-68.4163483","4302076","R"
"432","CHUBUT","S/N","LOS BERROS","SARMIENTO","5441","-31.9527214","-68.6558883","4302080","R"
"433","H. IRIGOYEN","5260","LA LEGUA","SANTA LUCIA","5411","-31.5542342","-68.4678385","4307565","P"
"434","BALCARCE","2262","COLONIA GUTIERREZ","SANTA LUCIA","5411","-31.510173","-68.4649571","4307580","P"
"435","CARLOS LENCINA ESTE Y AV. DE CIRCUNVALACION","S/N","SANTA LUCIA","SANTA LUCIA","5411","-31.5464989","-68.5026573","4307525","P"
"436","GORRITI Y LOS ALMENDROS","S/N","SANTA LUCIA","SANTA LUCIA","5411","-31.5439444","-68.4956167","4307697","P"
"437","SOLDADO ARGENTINO Y ROSARIO QUIROGA","S/N","VILLA AURORA","ULLUM","5409","-31.4731085","-68.7461025","4302441","O"
